ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,46,A,2,1,2,705,440,633,334,722,523,1,X
2,68,B,2,2,2,633,387,669,459,650,329,6,X
3,88,A,2,2,2,859,596,644,356,658,460,8,X
4,122,B,2,2,2,547,360,793,606,655,321,7,X
5,147,A,2,2,1,768,430,565,340,709,595,6,X
6,174,B,2,2,2,543,296,753,456,633,326,8,X
7,205,A,2,2,1,528,514,579,295,681,494,5,X
8,214,B,2,1,2,645,327,638,509,505,295,4,X
9,235,A,2,1,1,672,513,589,327,609,542,4,X
10,247,B,2,1,1,594,401,681,529,630,333,4,A
