ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,34,A,2,1,2,583,523,656,408,554,579,1,X
2,58,B,2,1,2,493,445,633,534,649,407,6,X
3,86,A,2,2,2,452,488,525,435,602,541,6,X
4,115,B,2,1,2,488,356,484,491,523,428,8,X
5,180,A,2,2,1,431,567,529,357,607,574,5,X
6,193,B,2,1,2,490,388,615,576,469,374,8,X
7,217,A,2,2,1,372,636,491,395,566,580,3,X
8,269,B,2,2,1,431,433,389,645,533,392,7,X
9,297,A,2,2,2,417,587,463,427,470,594,8,X
10,333,B,2,2,1,463,374,497,584,547,395,5,X
11,345,A,2,2,2,706,521,529,376,466,592,6,X
12,373,B,2,2,2,508,366,668,537,592,378,8,X
13,405,A,2,2,1,834,511,526,363,602,577,7,X
14,434,B,2,2,2,847,366,766,519,623,383,8,X
15,464,A,2,2,1,476,496,732,369,749,558,7,X
16,494,B,2,1,2,476,460,479,520,725,368,6,X
17,524,A,2,2,2,456,617,502,443,512,515,8,X
18,585,B,2,2,1,843,402,457,625,557,406,5,B
