ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,25,A,2,1,2,588,443,655,332,552,526,1,X
2,41,B,2,2,2,581,381,578,459,612,324,6,X
3,66,A,2,2,2,471,569,579,363,610,458,8,X
4,106,B,2,2,1,488,296,582,565,581,305,5,X
5,120,A,2,2,2,469,435,577,292,531,576,6,X
6,145,B,2,1,2,686,370,478,466,544,295,6,X
7,167,A,2,1,2,528,420,676,354,580,497,6,X
8,191,B,2,1,2,743,288,559,431,626,338,8,X
9,216,A,1,2,1,660,512,656,300,633,483,5,X
10,227,B,2,1,2,654,343,700,526,677,287,6,X
11,249,A,2,2,2,833,592,687,331,734,549,8,X
12,281,B,2,2,1,526,282,776,607,640,313,3,X
13,316,A,2,2,1,484,500,555,276,648,526,4,X
14,332,B,2,1,1,594,302,600,514,564,284,4,X
15,345,A,2,1,1,510,429,565,296,598,511,6,X
16,369,B,2,1,2,770,278,536,459,594,320,8,X
17,401,A,1,2,1,892,586,682,287,667,510,3,X
18,434,B,2,2,1,503,325,814,599,656,296,5,X
19,456,A,2,2,2,479,419,602,307,819,591,6,X
20,488,B,2,1,2,746,279,515,449,554,330,8,X
21,521,A,1,2,1,432,656,667,281,642,505,3,B
