ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,A,2,2,2,541,651,652,422,563,600,2,X
2,63,B,2,2,1,811,422,541,663,600,418,7,X
3,86,A,2,1,2,808,521,750,423,620,616,6,X
4,115,B,2,2,2,453,443,788,545,686,428,6,X
5,146,A,2,2,2,482,512,491,443,612,569,6,X
6,178,B,2,1,2,465,381,505,537,589,433,8,X
7,225,A,2,2,1,439,577,492,380,592,581,7,X
8,245,B,2,1,2,474,480,504,591,567,404,6,X
9,279,A,2,2,2,830,512,494,470,564,570,6,X
10,311,B,2,2,2,829,491,765,520,639,452,6,X
11,333,A,2,1,1,591,581,791,477,792,510,9,A
