ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,24,B,2,1,2,679,384,618,464,705,366,1,X
2,50,A,2,2,2,772,418,692,381,661,468,6,X
3,77,B,2,2,2,744,353,743,425,667,379,8,X
4,115,A,2,2,1,505,454,692,357,724,463,7,X
5,132,B,2,1,2,537,356,627,466,714,356,8,X
6,162,A,2,2,1,301,551,567,358,567,466,3,X
7,197,B,2,2,1,546,370,395,551,608,367,5,X
8,213,A,2,2,2,483,433,599,369,388,551,6,X
9,241,B,2,1,2,578,400,478,443,596,368,6,X
10,270,A,2,2,2,580,568,603,392,573,441,8,X
11,326,B,2,2,1,562,371,589,576,617,372,5,X
12,340,A,2,2,2,817,431,601,369,592,533,6,X
13,367,B,2,2,2,561,358,776,438,612,369,8,X
14,399,A,2,2,1,926,613,586,357,678,456,3,A
