ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,25,B,2,1,2,624,306,654,474,585,283,1,X
2,48,A,2,1,2,772,396,621,304,597,484,6,X
3,76,B,2,1,2,729,250,739,427,655,302,8,X
4,122,A,2,2,1,806,482,714,253,637,499,7,X
5,141,B,2,1,2,765,321,733,491,672,260,6,X
6,165,A,2,2,2,868,576,729,310,711,506,8,X
7,198,B,1,2,1,544,249,749,567,683,288,3,X
8,238,A,1,2,1,437,485,582,264,640,526,5,X
9,255,B,2,2,2,734,323,500,502,571,256,6,X
10,287,A,2,2,2,494,607,684,319,590,510,8,X
11,325,B,2,2,1,538,230,543,628,647,301,3,A
