ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,B,2,1,2,694,444,624,572,705,430,1,X
2,32,A,2,1,2,873,630,650,447,628,575,8,X
3,64,B,2,2,2,784,424,792,646,668,439,4,X
4,80,A,2,1,2,842,557,681,437,765,641,6,X
5,98,B,2,2,1,678,422,800,579,678,438,4,X
6,109,A,2,1,1,519,534,638,425,801,584,6,X
7,131,B,2,1,2,512,407,552,559,592,433,9,X
8,156,A,2,2,1,447,609,545,412,609,578,3,X
9,188,B,1,2,1,733,396,521,614,587,427,3,X
10,230,A,1,2,1,459,530,677,404,643,597,7,X
11,256,B,2,1,2,792,474,503,554,652,406,6,X
12,287,A,2,1,2,805,496,741,464,609,575,6,X
13,316,B,2,2,2,681,480,778,526,706,456,6,X
14,344,A,2,1,2,716,486,611,478,705,542,6,B
