ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,2,B,2,1,2,611,327,645,483,577,319,2,X
2,12,A,2,2,1,636,515,570,320,653,489,4,X
3,22,B,2,1,2,748,356,677,510,545,317,6,X
4,42,A,2,1,2,487,458,725,348,718,533,6,X
5,62,B,2,1,2,629,375,524,474,661,335,6,X
6,85,A,2,2,2,497,596,669,362,617,482,8,X
7,122,B,2,2,1,727,353,567,589,601,325,7,X
8,146,A,2,1,2,500,582,694,345,581,588,8,X
9,184,B,2,2,1,772,344,546,580,586,317,7,X
10,208,A,2,1,2,797,449,734,345,569,575,6,X
11,232,B,2,2,2,782,414,750,460,717,345,6,A
