ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,56,B,2,1,2,526,381,650,468,583,375,1,X
2,85,A,2,2,2,406,537,568,382,606,465,8,X
3,118,B,2,2,1,566,357,472,566,590,378,3,X
4,158,A,2,2,1,445,468,566,361,573,507,5,X
5,180,B,2,2,2,682,373,493,507,577,368,4,X
6,197,A,2,1,1,512,437,634,370,551,502,6,X
7,222,B,2,2,2,652,398,541,459,637,378,6,X
8,249,A,2,1,2,656,419,636,389,601,457,6,X
9,276,B,2,1,2,616,359,640,432,636,389,8,X
10,320,A,2,2,1,371,568,631,366,575,482,3,X
11,356,B,2,2,2,525,383,463,581,606,364,7,X
12,379,A,2,2,2,746,430,561,381,530,528,6,X
13,409,B,2,1,2,563,360,713,457,619,375,9,X
14,444,A,2,2,1,880,448,578,361,579,492,7,X
15,469,B,2,1,2,754,362,798,458,575,368,9,X
16,493,A,2,1,1,869,542,715,368,729,463,3,X
17,529,B,1,2,1,526,373,811,544,653,371,5,B
