ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,10,B,2,1,2,769,359,622,504,692,315,1,X
2,34,A,2,1,2,556,555,721,362,645,501,9,X
3,59,B,1,2,1,641,323,611,561,641,341,5,X
4,70,A,2,1,2,496,444,582,325,622,583,6,X
5,101,B,2,1,2,485,365,543,474,606,336,6,X
6,132,A,2,2,2,399,581,521,356,548,486,8,X
7,172,B,1,2,1,488,305,428,596,601,328,5,X
8,188,A,2,2,2,794,468,569,311,430,628,6,X
9,220,B,2,2,2,737,281,718,501,478,296,8,X
10,252,A,2,1,1,467,474,700,291,733,528,7,X
11,276,B,2,1,2,669,363,484,523,648,315,6,X
12,299,A,2,1,2,798,551,648,342,591,515,8,X
13,324,B,2,2,1,742,348,703,572,625,331,7,X
14,347,A,2,1,2,523,442,683,334,753,577,6,X
15,372,B,2,1,2,495,374,551,486,634,332,6,X
16,400,A,2,2,2,430,589,551,356,552,462,8,X
17,454,B,1,2,1,751,319,460,607,586,348,5,X
18,468,A,2,1,2,790,484,574,314,445,604,6,X
19,494,B,2,2,1,815,365,730,509,683,327,6,X
20,523,A,2,1,2,405,573,762,352,704,503,8,X
21,558,B,1,2,1,780,302,536,567,647,327,5,X
22,577,A,2,1,2,791,386,597,314,447,609,6,B
