ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,39,B,2,1,2,670,364,621,479,703,312,1,X
2,57,A,2,2,2,683,415,697,345,650,492,6,X
3,81,B,2,1,2,758,277,712,429,667,347,8,X
4,120,A,1,2,1,538,557,687,276,730,497,3,X
5,150,B,1,2,1,619,320,608,529,653,278,5,X
6,166,A,2,2,2,669,429,614,305,568,564,6,X
7,190,B,2,2,2,671,381,663,447,644,326,6,X
8,210,A,2,1,2,528,578,616,361,660,465,8,X
9,241,B,1,2,1,558,308,589,560,599,313,5,X
10,253,A,2,2,2,635,398,582,301,568,601,6,B
