ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,B,2,1,2,562,357,665,498,566,309,1,X
2,80,A,2,1,2,383,592,559,341,646,493,8,X
3,119,B,2,1,1,580,296,458,614,598,329,3,X
4,149,A,2,2,1,767,500,568,293,606,555,5,X
5,165,B,2,2,2,771,332,710,538,567,280,6,X
6,194,A,2,1,2,846,432,729,330,695,509,6,X
7,224,B,2,2,2,511,369,806,469,693,322,6,X
8,252,A,2,2,2,893,592,562,359,685,483,8,X
9,295,B,2,2,1,778,305,829,609,638,316,4,X
10,313,A,2,1,1,460,442,674,311,773,562,6,X
11,340,B,2,1,2,494,379,498,468,651,311,6,X
12,369,A,2,2,2,463,579,518,361,484,464,8,X
13,407,B,1,2,1,695,285,538,564,581,325,3,X
14,437,A,2,2,1,834,517,660,287,603,563,5,X
15,455,B,2,2,2,816,342,770,540,695,285,6,X
16,481,A,2,1,2,432,580,759,348,738,527,8,X
17,519,B,2,1,1,771,403,483,603,627,316,7,A
