ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,16,A,2,1,2,721,452,620,347,731,561,1,X
2,33,B,2,2,2,603,380,699,496,641,354,6,X
3,56,A,2,2,2,797,590,619,361,675,506,8,X
4,90,B,2,2,1,779,321,728,621,628,343,5,X
5,103,A,2,1,2,840,468,627,336,770,636,6,X
6,127,B,2,2,2,804,360,769,509,704,338,6,X
7,150,A,2,1,2,863,583,770,358,709,518,9,X
8,174,B,2,2,2,805,321,768,612,702,359,4,X
9,190,A,2,1,1,803,468,686,339,754,589,6,X
10,211,B,2,2,2,733,375,764,509,698,340,6,X
11,235,A,2,1,2,769,441,693,370,695,522,6,X
12,262,B,2,2,2,773,289,695,469,663,368,8,X
13,297,A,1,2,1,908,540,719,311,714,539,7,X
14,318,B,2,2,2,822,425,775,559,713,306,6,A
