ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,45,B,2,2,2,748,404,623,563,720,419,2,X
2,109,A,2,2,1,822,647,747,395,663,596,3,X
3,143,B,2,2,1,495,399,822,651,640,429,3,X
4,176,A,2,2,1,474,532,508,400,645,609,7,X
5,201,B,2,1,2,504,400,518,544,569,427,9,X
6,231,A,2,2,1,452,521,536,404,581,577,7,X
7,255,B,2,1,2,722,407,496,540,577,416,9,X
8,278,A,1,2,1,512,612,631,421,605,565,3,X
9,305,B,1,2,1,483,427,660,589,611,421,5,X
10,319,A,2,2,2,490,522,549,420,599,606,6,X
11,342,B,2,1,1,515,387,497,534,559,423,9,A
