ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,45,B,2,1,2,517,359,647,493,573,312,1,X
2,69,A,2,2,2,772,417,550,350,636,488,6,X
3,92,B,2,2,2,796,381,750,439,637,330,6,X
4,121,A,2,1,2,875,610,736,366,736,445,8,X
5,165,B,2,2,1,490,287,807,632,657,330,3,X
6,203,A,2,2,1,458,457,532,277,611,535,7,X
7,229,B,2,1,2,509,383,505,479,579,306,6,X
8,253,A,2,2,1,518,423,542,358,580,493,6,X
9,275,B,2,1,2,712,279,536,428,566,348,8,X
10,305,A,1,2,1,842,607,639,287,626,473,3,X
11,355,B,2,2,1,466,322,788,627,630,303,5,X
12,378,A,2,2,2,453,437,615,312,703,585,6,X
13,410,B,2,1,2,515,281,492,464,558,328,8,X
14,446,A,2,2,1,494,455,557,275,591,500,7,X
15,471,B,2,1,2,733,370,534,478,593,289,6,X
16,494,A,2,1,2,496,417,701,345,608,489,6,X
17,519,B,2,1,2,473,387,528,442,624,327,6,X
18,544,A,2,2,2,848,593,499,373,547,445,8,X
19,596,B,2,2,1,790,306,768,599,627,310,5,X
20,610,A,2,1,2,497,471,622,309,854,649,6,X
21,643,B,2,1,2,518,287,547,486,621,304,8,X
22,671,A,2,2,1,779,592,540,282,635,500,3,X
23,708,B,2,2,2,804,267,705,624,637,311,3,A
