ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,0,B,2,1,2,714,349,625,480,693,308,1,X
2,43,A,2,1,2,509,427,660,340,658,491,6,X
3,65,B,2,1,2,625,385,521,452,639,331,6,X
4,93,A,2,2,2,459,607,653,362,638,466,8,X
5,139,B,2,2,1,760,313,493,610,579,303,5,X
6,155,A,2,1,2,759,431,602,300,457,618,6,X
7,185,B,2,2,2,774,396,738,455,717,311,6,X
8,213,A,2,1,2,438,611,739,366,703,464,8,X
9,279,B,2,2,1,535,306,463,607,571,296,5,X
10,293,A,2,2,2,605,418,569,297,482,582,6,X
11,323,B,2,2,2,637,383,605,454,628,313,6,X
12,348,A,2,1,2,377,611,600,366,613,461,8,X
13,394,B,1,2,1,504,310,526,594,588,315,5,X
14,407,A,2,2,2,608,474,534,303,481,607,6,X
15,434,B,2,1,2,764,367,623,490,597,315,6,X
16,457,A,2,1,2,473,552,719,354,665,490,8,X
17,490,B,2,1,1,511,319,523,581,615,312,4,X
18,505,A,2,2,1,498,436,546,315,582,542,6,X
19,532,B,2,1,2,728,385,499,468,574,328,6,X
20,556,A,2,1,2,488,567,671,374,595,497,8,X
21,592,B,2,1,1,583,256,542,598,610,325,3,A
