ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,35,B,2,1,2,670,452,630,564,715,415,1,X
2,57,A,2,1,2,478,668,630,453,645,573,8,X
3,94,B,1,2,1,776,381,568,650,585,420,3,X
4,138,A,1,2,1,787,593,702,393,709,603,5,X
5,150,B,2,2,2,560,449,745,606,740,389,6,X
6,178,A,2,2,2,529,641,601,441,656,579,8,X
7,205,B,1,2,1,784,417,573,621,583,414,5,X
8,222,A,2,1,2,754,540,587,418,581,647,6,X
9,251,B,2,2,2,686,473,726,568,714,421,6,X
10,277,A,2,1,2,476,650,631,476,647,566,8,X
11,316,B,1,2,1,511,419,536,643,578,417,5,X
12,335,A,2,2,2,624,536,568,419,504,647,6,X
13,360,B,2,2,2,534,472,601,565,589,423,6,X
14,387,A,2,2,2,435,665,559,457,613,565,8,X
15,426,B,1,2,1,535,376,539,651,565,415,3,X
16,472,A,2,2,1,446,600,546,373,636,598,5,X
17,492,B,2,1,2,490,391,625,600,580,391,8,X
18,521,A,2,2,1,480,575,503,390,646,601,7,X
19,543,B,2,1,2,463,480,536,580,523,405,6,X
20,573,A,2,2,2,438,660,505,462,585,577,8,X
21,609,B,1,2,1,488,417,508,645,562,421,5,X
22,622,A,2,2,2,443,542,553,411,488,642,6,X
23,653,B,2,1,2,483,379,519,556,581,427,8,X
24,684,A,2,2,1,491,630,513,387,595,587,3,X
25,711,B,1,2,1,683,509,524,625,554,406,5,A
