ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,19,B,2,1,2,572,454,670,568,554,426,1,X
2,39,A,2,2,2,641,514,551,449,658,580,6,X
3,64,B,2,1,2,741,467,672,535,607,441,6,X
4,89,A,2,1,2,719,640,658,479,664,547,8,X
5,152,B,2,2,1,813,393,731,653,609,423,3,X
6,186,A,2,1,2,774,613,761,406,669,596,3,X
7,221,B,2,2,1,774,397,713,631,628,418,3,X
8,252,A,1,2,1,852,575,715,411,675,608,5,X
9,269,B,2,2,2,803,450,772,588,715,411,6,X
10,298,A,2,1,2,513,640,758,448,701,583,8,X
11,339,B,1,2,1,754,404,566,651,629,429,3,X
12,366,A,1,2,1,834,581,684,420,591,625,5,X
13,381,B,2,2,2,737,430,743,606,685,420,6,X
14,399,A,2,2,1,689,561,686,427,721,587,9,X
15,410,B,2,2,1,679,428,734,596,700,439,4,X
16,425,A,2,2,1,491,578,637,436,707,596,4,X
17,437,B,2,1,2,490,459,718,592,648,432,6,B
