ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,42,B,2,1,2,712,389,620,477,697,375,1,X
2,67,A,2,1,2,796,420,708,385,627,473,6,X
3,92,B,2,2,2,796,400,766,437,689,375,6,X
4,119,A,2,2,2,383,577,730,395,713,441,8,X
5,165,B,1,2,1,535,358,560,570,645,375,3,X
6,205,A,1,2,1,830,562,532,361,602,507,3,X
7,244,B,2,2,1,745,368,784,574,623,367,5,X
8,264,A,2,2,2,640,438,693,376,763,539,6,X
9,293,B,2,2,2,755,397,595,460,636,379,6,X
10,324,A,2,2,2,816,415,710,397,654,461,6,X
11,348,B,2,2,2,649,362,767,434,708,393,8,X
12,403,A,2,2,1,727,402,648,366,675,490,5,B
