ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,11,A,2,1,2,700,450,620,327,712,532,1,X
2,31,B,2,2,2,529,368,690,489,626,340,6,X
3,52,A,2,2,2,480,539,565,356,627,484,9,X
4,75,B,1,2,1,599,309,601,530,594,340,5,X
5,85,A,2,1,2,614,453,578,303,609,566,6,X
6,106,B,2,2,1,617,303,572,492,574,298,9,X
7,117,A,2,1,2,604,491,566,309,586,498,4,X
8,130,B,2,2,2,710,314,645,511,557,315,4,X
9,142,A,2,1,2,852,474,558,307,661,522,6,X
10,165,B,2,2,2,493,277,796,481,638,325,8,X
11,202,A,2,2,2,934,604,530,288,634,515,3,B
