ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,32,B,2,2,2,744,353,620,550,750,373,2,X
2,92,A,2,2,1,862,573,741,349,683,587,5,X
3,111,B,2,2,2,647,415,777,582,688,379,6,X
4,137,A,2,2,2,844,502,672,410,710,591,6,X
5,165,B,2,2,2,831,365,793,517,674,407,8,X
6,198,A,2,2,1,503,612,750,363,715,562,3,X
7,229,B,1,2,1,465,407,604,602,692,372,7,X
8,248,A,2,2,2,627,513,517,402,569,618,6,X
9,276,B,2,2,2,807,440,549,534,566,396,6,X
10,304,A,2,1,2,467,632,767,432,603,569,8,X
11,346,B,2,2,1,482,390,557,634,610,394,5,X
12,363,A,2,2,2,631,541,530,396,537,620,6,X
13,391,B,2,1,2,431,432,679,550,618,399,6,X
14,421,A,2,2,2,459,608,467,422,578,550,8,X
15,457,B,2,2,1,748,362,471,610,557,406,3,X
16,493,A,2,2,1,806,525,679,370,608,612,7,X
17,517,B,2,2,2,470,437,770,543,697,367,6,X
18,543,A,2,2,2,453,494,520,430,658,557,6,X
19,572,B,2,1,2,785,365,486,511,572,416,8,X
20,606,A,2,2,1,461,617,681,367,614,561,3,X
21,639,B,2,2,1,495,358,562,610,681,379,3,X
22,680,A,2,2,1,819,505,494,354,595,582,7,X
23,706,B,2,2,2,860,458,778,521,591,371,6,X
24,735,A,2,1,2,836,636,808,448,777,516,8,X
25,793,B,2,2,1,461,436,767,640,669,412,7,X
26,820,A,2,2,2,407,492,505,419,708,574,6,X
27,847,B,2,1,2,773,446,441,504,498,411,6,X
28,873,A,2,1,2,485,624,722,439,432,511,8,X
29,910,B,2,2,1,485,366,540,624,644,413,3,X
30,953,A,2,2,1,837,502,498,361,619,595,7,X
31,982,B,2,2,2,816,368,802,517,604,383,8,X
32,1012,A,2,2,1,847,506,724,374,716,550,7,X
33,1041,B,2,2,2,849,459,817,521,723,380,6,X
34,1069,A,2,1,2,431,635,803,449,737,535,8,X
35,1123,B,2,2,1,445,363,497,648,644,413,3,X
36,1160,A,2,2,1,520,501,464,361,589,593,7,X
37,1189,B,2,1,2,528,459,544,519,561,386,6,X
38,1216,A,2,2,2,900,632,561,440,556,508,8,X
39,1279,B,2,2,1,452,438,837,639,641,411,7,X
40,1310,A,2,2,2,457,474,487,432,671,607,6,B
