ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,13,B,2,1,2,684,386,624,466,712,370,1,X
2,40,A,2,2,2,419,563,701,383,673,472,8,X
3,73,B,2,2,1,727,358,553,568,614,372,3,X
4,108,A,1,2,1,433,462,667,361,659,510,5,X
5,129,B,2,1,2,500,396,509,472,677,361,6,X
6,159,A,2,2,2,460,426,533,390,574,475,6,X
7,186,B,2,1,2,733,357,475,440,594,378,8,X
8,225,A,2,2,1,456,442,675,361,669,470,7,X
9,251,B,2,1,2,504,399,471,456,679,354,6,X
10,283,A,2,2,2,1117,617,531,393,555,456,8,A
