ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,28,B,2,1,2,518,344,652,512,566,323,1,X
2,50,A,2,2,2,461,560,549,338,626,507,9,X
3,77,B,2,1,1,508,278,484,567,570,337,3,X
4,109,A,2,2,1,504,483,527,289,596,562,7,X
5,131,B,2,1,2,657,338,551,509,562,299,6,X
6,153,A,2,1,2,439,594,616,342,591,503,8,X
7,191,B,1,2,1,488,324,521,587,597,338,5,X
8,208,A,2,2,2,452,452,544,326,472,614,6,X
9,238,B,2,1,2,514,277,501,482,590,343,9,X
10,267,A,2,2,1,782,443,556,289,574,510,7,X
11,297,B,2,2,2,527,365,760,476,596,304,6,X
12,319,A,2,2,2,412,574,562,354,630,499,8,X
13,354,B,1,2,1,457,279,505,559,575,324,5,A
