ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,91,B,2,1,2,549,386,647,463,581,372,1,X
2,116,A,2,2,2,358,569,579,385,647,468,8,X
3,148,B,1,2,1,557,370,502,547,608,373,5,X
4,166,A,2,2,2,930,530,593,371,435,567,4,X
5,200,B,2,2,2,725,367,804,539,644,372,4,X
6,218,A,2,1,1,832,422,654,370,758,489,6,X
7,242,B,2,2,2,618,357,795,442,669,378,8,X
8,283,A,2,2,1,832,443,629,359,695,471,7,X
9,307,B,2,2,2,539,358,795,462,649,360,8,X
10,347,A,2,2,2,490,421,573,362,602,476,7,X
11,375,B,2,1,1,529,361,485,425,584,362,9,X
12,399,A,2,2,2,372,499,575,371,440,424,8,X
13,435,B,2,2,1,565,373,313,516,594,366,5,X
14,461,A,2,2,2,937,571,583,374,357,546,8,X
15,498,B,2,2,1,543,395,841,584,630,371,7,X
16,530,A,2,2,2,750,411,551,386,654,483,6,X
17,563,B,2,2,2,741,354,728,424,609,380,9,X
18,603,A,2,1,2,597,423,685,354,711,458,4,X
19,632,B,2,1,1,651,365,658,443,640,368,9,X
20,648,A,2,1,2,599,577,631,368,601,435,4,A
