ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,30,A,2,1,2,703,532,628,436,709,604,1,X
2,55,B,2,2,2,767,478,656,554,625,433,6,X
3,82,A,2,1,2,813,653,738,459,683,569,8,X
4,116,B,2,2,1,520,379,744,647,632,417,3,X
5,147,A,2,2,1,433,613,538,385,686,624,4,X
6,164,B,2,1,2,510,463,616,610,510,393,6,X
7,192,A,2,2,2,784,656,543,449,554,569,8,X
8,225,B,2,2,1,758,415,721,654,610,421,4,X
9,243,A,2,1,1,695,527,640,419,718,623,6,X
10,268,B,2,1,2,685,477,707,558,650,424,6,X
11,295,A,2,1,2,629,504,662,469,639,561,6,X
12,319,B,2,2,2,531,381,609,531,628,448,8,X
13,377,A,2,2,1,783,576,541,385,665,594,5,X
14,393,B,2,2,2,772,461,698,595,531,383,6,X
15,424,A,2,1,2,815,664,724,455,699,579,8,X
16,458,B,2,2,1,808,376,744,654,648,422,3,X
17,493,A,1,2,1,470,660,736,391,718,608,3,X
18,533,B,1,2,1,506,376,536,643,625,410,3,X
19,579,A,2,2,1,479,666,518,378,615,599,3,X
20,624,B,1,2,1,815,375,521,653,587,411,3,X
21,666,A,1,2,1,815,574,726,383,682,618,5,X
22,683,B,2,2,2,551,465,773,599,781,387,6,X
23,714,A,2,2,2,862,659,580,446,659,584,8,X
24,757,B,2,2,1,808,378,787,666,632,425,3,X
25,786,A,1,2,1,442,578,733,399,740,623,5,X
26,809,B,2,1,2,531,474,510,589,773,392,6,X
27,840,A,2,2,2,839,672,561,456,574,586,8,A
