ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,48,B,2,1,2,506,334,650,494,583,306,1,X
2,71,A,2,2,2,904,605,550,336,643,499,8,X
3,108,B,2,2,1,809,331,855,614,647,313,7,X
4,129,A,2,1,2,494,426,758,322,762,578,6,X
5,154,B,2,1,2,478,379,526,455,682,314,6,X
6,184,A,2,2,2,834,622,511,364,560,462,8,X
7,240,B,2,2,1,787,274,784,655,634,308,3,X
8,273,A,1,2,1,840,491,719,285,715,566,5,X
9,288,B,2,2,2,504,348,791,522,734,291,6,X
10,321,A,2,2,2,418,608,555,341,667,532,8,X
11,357,B,1,2,1,541,354,564,571,604,312,7,X
12,384,A,2,2,1,513,651,561,345,560,590,9,A
