ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,11,A,2,2,2,764,645,616,424,740,603,2,X
2,66,B,2,2,1,502,421,745,653,617,420,5,X
3,86,A,2,2,2,641,530,559,420,666,637,6,X
4,115,B,2,2,2,513,380,592,552,614,429,8,X
5,154,A,2,2,1,753,622,528,375,614,587,3,X
6,184,B,2,2,1,809,418,704,618,610,404,5,X
7,205,A,2,1,2,704,514,765,420,741,625,6,X
8,232,B,2,2,2,671,485,662,536,677,430,6,X
9,255,A,2,1,2,562,622,628,478,636,539,8,X
10,299,B,2,2,1,766,429,581,627,609,426,7,X
11,318,A,2,1,2,843,520,700,429,554,644,6,X
12,349,B,2,2,2,770,390,803,542,711,429,8,X
13,384,A,1,2,1,815,587,719,391,717,580,5,X
14,398,B,2,2,2,771,467,717,599,713,388,6,X
15,426,A,2,1,2,581,622,736,445,744,585,8,X
16,456,B,1,2,1,506,399,625,622,633,421,3,X
17,486,A,2,2,1,414,622,535,395,590,623,3,X
18,515,B,1,2,1,519,384,517,612,553,403,3,X
19,570,A,2,2,1,911,559,528,371,605,611,7,B
