ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,12,A,2,1,2,716,466,617,346,723,564,1,X
2,30,B,2,2,2,527,299,727,509,619,344,9,X
3,65,A,2,2,1,617,508,527,288,666,540,7,X
4,81,B,2,1,2,773,368,666,537,565,311,6,X
5,107,A,2,1,2,798,552,714,357,669,516,9,X
6,132,B,2,2,1,775,313,724,577,667,347,5,X
7,146,A,2,1,2,546,534,637,333,794,616,4,X
8,164,B,2,1,2,595,355,710,556,634,338,6,X
9,190,A,2,2,2,482,457,633,363,651,528,6,X
10,219,B,2,1,2,737,290,526,489,623,351,8,X
11,260,A,1,2,1,837,546,707,297,702,558,5,X
12,273,B,2,2,2,532,348,721,563,692,304,6,X
13,300,A,2,2,2,451,459,570,348,687,549,6,X
14,325,B,2,1,2,746,289,489,486,592,350,9,X
15,357,A,1,2,1,498,476,655,317,657,533,7,X
16,383,B,2,1,2,517,372,521,509,674,311,6,X
17,410,A,2,2,2,778,445,541,361,595,508,6,X
18,436,B,2,2,2,700,292,709,468,640,355,8,X
19,471,A,1,2,1,520,462,665,308,691,532,7,X
20,495,B,2,1,2,588,294,487,522,654,303,8,X
21,533,A,2,2,1,839,616,582,306,600,534,3,X
22,581,B,2,2,1,541,346,818,646,649,325,7,X
23,603,A,2,2,2,633,467,586,340,711,576,6,X
24,626,B,2,2,2,549,298,563,504,610,349,9,X
25,660,A,2,2,1,465,490,557,298,658,548,7,X
26,682,B,2,1,2,517,358,498,514,600,308,6,X
27,711,A,2,2,2,439,460,548,362,588,528,6,A
