ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,23,B,2,1,2,556,289,652,517,574,341,2,X
2,61,A,2,2,1,458,504,571,292,660,548,7,X
3,81,B,2,1,2,490,358,506,531,594,315,6,X
4,107,A,2,2,2,419,570,533,357,586,531,8,X
5,127,B,2,2,1,505,326,573,559,571,354,5,X
6,142,A,2,2,2,442,557,543,331,587,579,4,X
7,158,B,2,1,1,527,354,571,548,564,329,6,X
8,182,A,2,2,2,447,455,556,352,613,532,6,X
9,212,B,2,1,2,785,296,482,494,586,350,8,X
10,249,A,1,2,1,913,646,717,305,689,549,3,A
