ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,9,A,2,1,2,629,447,651,324,556,513,1,X
2,32,B,2,1,2,519,296,625,461,622,310,8,X
3,53,A,2,2,1,678,486,607,292,633,485,5,X
4,65,B,2,2,2,751,325,655,513,520,294,4,X
5,89,A,2,1,2,811,425,712,325,675,505,6,X
6,116,B,2,2,2,758,277,784,452,666,315,8,X
7,146,A,1,2,1,796,468,675,294,730,475,5,X
8,159,B,2,2,2,500,346,747,486,694,291,6,X
9,189,A,2,2,2,387,567,547,339,634,488,8,X
10,218,B,2,1,1,719,338,410,587,563,334,7,X
11,242,A,2,1,1,618,501,709,332,549,550,9,X
12,254,B,2,1,2,718,336,652,526,703,338,4,X
13,267,A,1,2,1,699,504,657,325,738,524,5,X
14,278,B,2,2,2,526,361,724,524,642,333,6,X
15,301,A,2,2,2,469,435,561,353,649,541,6,X
16,327,B,2,1,2,720,289,489,461,590,337,8,X
17,358,A,2,2,1,862,561,675,289,658,503,5,A
