ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,29,B,2,1,2,559,385,645,465,581,370,1,X
2,56,A,2,2,2,490,425,596,384,636,461,6,X
3,87,B,2,1,2,489,403,534,433,617,381,6,X
4,115,A,2,2,2,286,586,514,395,545,444,8,X
5,176,B,2,2,1,750,377,348,592,604,372,7,X
6,197,A,2,1,2,1008,543,720,376,494,541,8,X
7,228,B,2,2,1,705,357,960,547,658,374,3,X
8,263,A,2,2,1,483,460,692,358,746,495,5,X
9,278,B,2,1,2,545,360,615,473,683,359,8,X
10,306,A,2,2,1,350,500,595,360,558,469,5,X
11,320,B,2,1,2,552,394,590,471,538,365,6,X
12,348,A,2,2,1,586,490,571,387,614,486,9,X
13,360,B,2,1,2,669,451,636,484,577,387,6,A
