ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,6,B,2,1,2,693,454,622,575,717,433,1,X
2,26,A,2,2,2,796,511,676,454,611,592,6,X
3,51,B,2,2,2,784,397,739,531,670,443,9,X
4,79,A,1,2,1,816,609,696,416,714,560,3,X
5,113,B,2,2,1,504,424,764,625,650,418,5,X
6,130,A,2,2,2,463,527,619,429,825,635,6,X
7,158,B,2,1,2,719,407,497,563,479,435,9,X
8,186,A,1,2,1,832,586,655,421,588,579,5,X
9,206,B,2,2,2,815,467,780,605,664,413,6,X
10,232,A,2,1,2,822,508,768,460,707,592,6,X
11,258,B,2,2,2,691,393,776,527,711,451,8,X
12,314,A,2,2,1,515,543,679,395,664,580,7,X
13,338,B,2,1,2,494,414,539,570,639,412,9,X
14,366,A,2,2,2,454,591,535,418,583,594,4,X
15,384,B,1,2,1,619,425,570,607,551,429,5,X
16,396,A,2,1,2,530,541,547,424,593,604,6,X
17,413,B,1,2,1,614,419,636,587,551,429,4,X
18,425,A,2,1,2,562,534,558,427,638,585,6,X
19,446,B,2,1,2,503,415,606,558,582,426,9,X
20,465,A,2,2,1,478,575,583,422,610,570,4,X
21,478,B,2,1,1,477,407,614,587,523,423,4,X
22,504,A,2,2,1,473,510,522,420,598,603,7,X
23,532,B,2,1,2,708,400,485,544,561,436,8,X
24,563,A,1,2,1,830,602,669,408,594,568,3,X
25,594,B,2,2,1,820,413,784,623,657,423,5,X
26,612,A,2,1,2,788,513,652,430,755,610,6,X
27,640,B,2,2,2,662,478,769,538,694,439,6,X
28,667,A,2,1,2,473,622,639,474,705,553,8,X
29,703,B,1,2,1,753,393,541,627,608,442,3,X
30,744,A,1,2,1,838,536,705,400,619,616,7,X
31,768,B,2,2,2,562,479,779,568,696,410,6,X
32,798,A,2,2,2,495,637,584,468,684,576,8,X
33,839,B,1,2,1,458,406,518,644,588,431,3,B
