ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,55,B,2,1,2,560,346,650,495,584,305,1,X
2,78,A,2,2,2,642,433,590,339,652,495,6,X
3,100,B,2,1,2,804,377,650,456,618,321,6,X
4,128,A,2,1,2,818,414,738,359,676,479,6,X
5,156,B,2,2,2,636,281,800,424,722,349,8,X
6,222,A,2,2,1,788,529,636,279,683,535,5,X
7,236,B,2,2,2,770,299,701,560,654,297,8,X
8,260,A,1,2,1,807,530,715,305,736,558,5,X
9,271,B,2,2,2,543,356,757,549,714,311,6,X
10,307,A,2,2,2,397,559,585,344,667,539,8,X
11,350,B,2,1,1,677,334,445,578,613,311,7,X
12,372,A,2,1,2,458,413,661,322,568,554,6,X
13,402,B,2,1,2,463,386,471,438,628,323,6,X
14,429,A,2,2,2,493,603,502,370,540,446,8,X
15,489,B,2,2,1,507,291,525,620,609,313,3,X
16,518,A,2,2,1,793,522,558,288,617,568,5,X
17,534,B,2,2,2,699,399,675,551,497,294,6,A
