ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,6,B,2,1,2,707,369,616,484,720,320,1,X
2,20,A,2,2,2,762,427,720,359,665,505,6,X
3,45,B,2,2,2,786,385,737,441,701,351,6,X
4,70,A,2,1,2,567,583,730,375,694,473,8,X
5,110,B,2,2,1,700,315,588,584,602,310,5,X
6,122,A,2,1,2,827,490,573,313,590,600,6,X
7,150,B,2,2,2,796,309,786,513,688,325,8,X
8,167,A,2,1,1,651,530,713,324,768,523,5,X
9,178,B,2,1,2,688,355,763,538,764,316,6,X
10,201,A,2,1,2,516,444,628,351,676,539,6,X
11,221,B,2,1,2,756,383,530,465,620,345,6,X
12,245,A,2,1,2,506,578,710,369,626,489,8,X
13,282,B,2,2,1,778,317,569,580,607,316,5,X
14,300,A,2,1,2,836,480,620,317,549,602,6,X
15,329,B,2,2,2,791,318,781,501,732,342,9,X
16,351,A,2,1,1,699,595,740,328,749,523,3,X
17,398,B,2,2,1,810,351,673,608,623,314,7,X
18,424,A,2,1,2,817,445,768,344,682,584,6,X
19,451,B,2,2,2,791,395,777,456,687,329,6,X
20,476,A,2,1,2,501,591,748,379,743,475,8,X
21,518,B,2,2,1,745,290,570,589,600,315,3,X
22,548,A,2,2,1,810,540,672,305,624,573,5,X
23,563,B,2,2,2,789,369,731,538,687,305,6,X
24,593,A,2,1,2,833,572,732,360,727,519,8,X
25,620,B,2,2,1,747,308,740,583,676,326,5,X
26,637,A,2,1,2,679,478,630,316,732,560,6,X
27,659,B,2,2,2,640,380,639,494,642,320,6,X
28,684,A,2,2,2,906,607,661,366,635,493,8,X
29,729,B,2,2,1,749,355,831,615,658,325,7,X
30,754,A,2,1,2,562,456,701,346,732,577,6,X
31,779,B,2,1,2,780,368,563,472,649,337,6,X
32,807,A,2,1,2,535,593,725,361,646,497,8,X
33,845,B,2,2,1,751,363,585,586,617,323,7,X
34,874,A,2,1,2,843,460,718,349,609,571,6,X
35,902,B,2,2,2,827,390,798,472,698,339,6,X
36,929,A,2,1,2,571,586,771,373,723,491,8,X
37,968,B,2,2,1,494,332,604,584,643,326,7,X
38,991,A,2,2,2,785,451,514,319,593,599,6,X
39,1021,B,2,2,2,806,395,760,464,612,327,6,X
40,1051,A,2,1,2,623,596,755,378,729,490,8,X
41,1114,B,2,2,1,482,370,606,605,602,314,7,B
