ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,19,A,2,1,2,683,457,612,348,724,550,1,X
2,39,B,2,2,2,532,373,685,488,597,344,6,X
3,64,A,2,2,2,486,609,561,372,645,502,8,X
4,103,B,1,2,1,498,297,538,624,589,335,3,X
5,139,A,2,2,1,784,532,498,310,609,572,5,X
6,155,B,2,2,2,760,379,715,535,483,300,6,X
7,187,A,2,1,2,512,620,720,371,684,528,8,X
8,232,B,1,2,1,777,362,518,631,587,331,7,X
9,255,A,2,1,2,497,607,733,357,556,594,8,X
10,292,B,1,2,1,558,295,526,621,611,328,3,X
11,328,A,2,2,1,891,543,569,299,610,568,5,A
