ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,33,B,2,1,2,691,463,624,566,718,416,1,X
2,53,A,2,2,2,528,639,698,459,637,573,8,X
3,91,B,2,2,1,792,416,586,639,576,428,5,X
4,108,A,2,1,2,796,514,576,421,557,648,6,X
5,145,B,2,2,2,810,487,774,529,680,407,6,X
6,171,A,2,1,2,857,646,781,466,733,543,8,X
7,228,B,2,2,1,794,415,845,658,623,419,5,X
8,240,A,2,1,2,573,597,617,423,868,631,8,X
9,269,B,2,2,1,674,413,700,598,665,422,5,X
10,279,A,2,1,2,691,555,588,404,610,581,6,X
11,300,B,2,2,2,556,392,652,566,600,410,8,X
12,329,A,2,2,1,439,594,578,391,673,591,5,X
13,346,B,2,1,2,479,386,656,594,580,395,8,X
14,383,A,2,2,1,509,641,492,385,579,585,3,X
15,425,B,2,2,1,437,419,520,651,610,418,5,A
