ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,8,A,2,1,2,524,459,642,362,523,557,1,X
2,24,B,2,2,2,507,297,526,502,637,358,8,X
3,59,A,2,2,1,458,495,529,301,610,548,7,X
4,78,B,2,1,2,584,377,517,526,561,324,6,X
5,103,A,2,2,2,617,451,618,374,606,540,6,X
6,124,B,2,2,2,548,300,602,498,613,370,9,X
7,161,A,2,2,1,478,502,545,299,638,559,7,X
8,180,B,2,1,2,594,368,550,523,577,318,6,X
9,204,A,2,2,2,644,462,639,366,611,545,6,X
10,227,B,2,1,2,753,299,669,498,609,362,9,X
11,262,A,1,2,1,788,514,660,314,669,564,5,X
12,279,B,2,2,2,607,357,742,556,684,314,6,X
13,304,A,2,2,2,670,463,646,362,671,552,6,X
14,327,B,2,2,2,484,375,614,508,646,363,6,X
15,354,A,2,2,2,498,462,504,365,609,532,6,X
16,378,B,2,1,1,787,379,527,484,521,358,6,X
17,406,A,2,1,2,782,457,725,364,592,516,6,X
18,430,B,2,2,2,823,406,746,488,669,358,6,X
19,457,A,2,1,2,772,636,765,385,730,492,8,X
20,511,B,2,2,1,496,372,725,661,640,348,7,X
21,538,A,2,2,2,470,457,529,359,669,576,6,X
22,563,B,2,1,2,747,293,500,491,563,361,9,X
23,602,A,2,1,1,702,480,704,304,662,549,7,X
24,625,B,2,2,2,519,302,714,523,672,325,8,X
25,661,A,2,2,1,670,475,536,302,648,561,7,X
26,684,B,2,2,2,477,382,628,525,586,333,6,X
27,707,A,2,2,2,847,618,536,372,615,514,8,X
28,747,B,2,2,1,506,371,801,656,620,348,7,X
29,772,A,2,2,2,462,465,525,358,722,597,6,X
30,798,B,2,1,2,768,305,487,498,568,362,9,X
31,834,A,1,2,1,810,552,679,309,657,557,5,X
32,850,B,2,2,2,491,369,725,575,697,309,6,X
33,885,A,2,2,2,488,465,528,356,654,551,6,X
34,909,B,2,1,2,739,296,493,500,546,360,9,X
35,948,A,2,1,1,652,472,716,312,639,540,7,X
36,972,B,2,2,2,524,376,621,521,661,338,6,X
37,998,A,2,2,2,420,611,552,365,613,533,8,X
38,1029,B,1,2,1,492,339,526,602,577,361,5,X
39,1043,A,2,2,2,459,465,537,342,487,629,6,X
40,1077,B,2,1,2,741,294,513,495,588,347,8,X
41,1120,A,1,2,1,461,524,689,308,678,553,7,X
42,1140,B,2,1,2,495,392,639,559,672,318,6,X
43,1170,A,2,2,2,736,627,536,379,551,518,8,X
44,1216,B,2,2,1,481,367,687,635,621,342,7,X
45,1240,A,2,2,2,478,406,521,360,712,624,6,B
