ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,40,B,2,1,2,667,381,624,463,692,369,1,X
2,75,A,2,2,2,505,426,684,378,648,464,6,X
3,107,B,2,1,2,597,358,522,435,627,378,8,X
4,148,A,2,2,1,865,445,610,355,645,476,7,X
5,175,B,2,2,2,791,390,820,456,650,366,6,X
6,206,A,2,1,2,1003,556,754,385,707,459,8,X
7,253,B,2,2,1,542,360,944,566,665,373,3,X
8,290,A,2,2,1,398,457,561,357,630,496,7,X
9,314,B,2,1,2,550,362,423,473,579,367,8,X
10,350,A,2,2,1,847,440,566,358,644,485,7,X
11,378,B,2,2,2,748,356,822,452,635,368,8,X
12,415,A,1,2,1,990,578,700,356,740,471,3,X
13,454,B,2,2,1,796,396,941,595,668,370,7,X
14,481,A,2,1,2,552,418,778,377,764,531,6,X
15,511,B,2,1,2,523,405,563,429,713,369,6,X
16,538,A,2,2,2,594,465,577,398,566,442,8,X
17,577,B,2,2,1,601,367,618,474,614,376,5,X
18,589,A,2,2,2,499,429,598,367,634,467,6,X
19,615,B,2,1,2,689,357,509,436,627,371,9,X
20,642,A,1,2,1,525,554,642,358,623,470,3,X
21,673,B,1,2,1,789,360,697,523,621,368,5,A
