ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,6,A,2,1,2,562,447,644,334,550,541,1,X
2,23,B,2,1,2,786,363,597,465,624,342,6,X
3,45,A,2,1,2,502,579,717,350,638,476,9,X
4,74,B,1,2,1,639,316,610,556,618,324,5,X
5,87,A,2,1,2,438,454,573,309,573,597,6,X
6,113,B,2,1,2,484,356,484,475,603,327,6,X
7,136,A,2,2,2,809,437,504,354,551,517,6,X
8,166,B,2,2,2,772,273,744,455,655,332,8,X
9,209,A,1,2,1,516,518,721,283,715,535,5,X
10,224,B,2,1,2,508,342,677,552,737,277,6,X
11,257,A,2,2,2,878,595,559,333,531,489,9,X
12,294,B,2,2,2,763,346,815,596,625,323,7,X
13,321,A,2,1,2,464,430,725,344,718,554,6,X
14,348,B,2,1,2,551,274,517,459,654,332,8,X
15,384,A,2,2,2,616,487,578,280,592,509,5,X
16,396,B,2,2,2,564,324,643,514,589,282,6,X
17,418,A,2,2,2,812,586,599,324,630,509,8,X
18,454,B,2,2,1,828,285,732,598,629,322,5,A
