ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,26,B,2,1,2,593,384,641,527,566,336,1,X
2,46,A,2,2,2,848,641,584,369,645,526,8,X
3,87,B,2,2,1,786,330,832,642,646,348,5,X
4,103,A,2,1,2,815,465,625,342,821,615,6,X
5,129,B,2,2,2,792,391,772,500,640,338,6,X
6,154,A,2,1,2,510,624,765,380,728,524,8,X
7,201,B,1,2,1,507,336,515,629,603,339,5,X
8,216,A,2,2,2,486,472,557,337,566,630,6,X
9,242,B,2,1,2,782,395,518,505,599,360,6,X
10,270,A,2,1,2,786,447,721,383,588,550,6,X
11,295,B,2,2,2,602,289,725,466,683,372,8,X
12,355,A,2,2,1,804,548,584,299,662,558,5,X
13,371,B,2,2,2,765,370,693,569,591,311,6,X
14,398,A,2,1,2,671,458,704,362,697,545,6,X
15,422,B,2,2,2,673,405,619,494,655,344,6,X
16,446,A,2,1,2,644,611,624,390,648,505,8,X
17,493,B,2,2,1,721,341,650,614,606,340,5,X
18,505,A,2,1,2,782,486,585,338,696,634,6,X
19,531,B,2,2,2,792,272,722,512,606,339,9,A
