ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,50,A,2,2,2,859,652,607,455,731,621,2,X
2,116,B,2,2,1,779,403,809,662,644,433,3,X
3,148,A,1,2,1,856,585,711,425,714,616,5,X
4,168,B,2,2,2,659,461,801,601,692,418,6,X
5,197,A,2,2,2,457,516,674,470,704,588,6,X
6,227,B,2,1,2,486,402,496,553,608,456,9,X
7,263,A,2,2,2,432,639,525,409,577,585,3,X
8,293,B,1,2,1,515,418,488,645,580,422,3,X
9,319,A,2,2,1,819,657,512,419,519,635,3,X
10,359,B,2,2,1,466,458,781,657,631,422,7,B
