ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,32,A,2,2,2,514,658,651,401,526,595,2,X
2,98,B,2,2,1,746,432,508,660,592,399,7,X
3,119,A,2,1,2,806,491,706,413,581,626,6,X
4,150,B,2,2,2,520,354,777,522,704,413,8,X
5,208,A,2,2,1,459,572,533,350,662,571,5,X
6,224,B,2,1,2,597,449,643,587,519,353,6,X
7,252,A,2,2,2,838,651,586,431,616,565,8,X
8,302,B,2,2,1,792,430,800,652,634,396,7,X
9,325,A,2,1,2,904,627,757,405,734,614,8,X
10,355,B,2,2,1,816,434,859,629,655,405,7,X
11,384,A,2,1,2,525,606,768,423,728,598,8,X
12,410,B,1,2,1,454,394,572,612,637,404,5,X
13,426,A,2,2,2,784,521,520,391,578,607,6,X
14,454,B,1,2,2,782,354,734,539,604,394,8,X
15,492,A,2,2,1,888,626,738,358,727,574,3,X
16,524,B,2,2,1,450,354,880,637,671,390,3,X
17,566,A,2,2,1,448,496,495,356,638,591,7,X
18,594,B,2,1,2,459,463,474,528,560,380,6,X
19,624,A,2,2,2,422,486,484,440,571,530,6,A
