ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,38,A,2,1,2,798,449,632,322,723,532,1,X
2,61,B,2,2,2,784,281,748,484,635,312,8,X
3,94,A,1,2,1,850,583,733,286,706,509,3,X
4,126,B,2,2,1,748,283,799,602,691,297,3,X
5,160,A,2,2,1,912,617,716,290,705,539,3,X
6,198,B,2,2,1,795,278,861,617,673,299,3,X
7,237,A,1,2,1,819,444,747,279,713,536,7,X
8,264,B,2,2,2,483,364,812,482,727,278,6,X
9,298,A,2,2,2,816,592,531,355,659,494,8,X
10,337,B,2,2,1,466,345,755,624,629,321,7,X
11,370,A,2,2,2,392,595,503,342,614,526,8,X
12,406,B,1,2,1,529,276,490,602,585,319,3,X
13,443,A,2,2,1,405,561,555,272,584,546,3,X
14,474,B,1,2,1,506,244,535,551,583,286,3,A
