ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,A,2,1,2,736,436,637,300,727,520,1,X
2,42,B,2,1,2,627,320,700,470,649,291,6,X
3,64,A,2,1,2,727,426,638,323,637,509,6,X
4,87,B,2,1,2,776,251,689,445,644,307,8,X
5,126,A,2,2,1,514,426,707,255,676,507,7,X
6,152,B,2,2,2,542,261,542,462,705,266,8,X
7,180,A,1,2,1,426,509,591,272,575,488,5,X
8,198,B,2,2,2,500,322,524,537,582,278,6,X
9,220,A,2,1,2,406,564,527,319,518,529,9,X
10,251,B,2,2,1,552,237,461,589,572,303,3,B
