ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,14,A,2,1,2,601,423,653,301,552,518,1,X
2,35,B,2,2,2,763,340,615,443,647,302,6,X
3,60,A,2,2,2,855,595,714,329,627,477,8,X
4,103,B,1,2,1,537,253,736,594,676,290,3,X
5,135,A,1,2,1,453,518,593,274,677,575,5,X
6,155,B,2,2,2,523,345,534,527,588,264,6,X
7,182,A,2,1,2,475,398,538,333,548,518,6,X
8,211,B,2,2,2,562,357,514,420,583,330,6,X
9,238,A,2,1,2,785,581,578,344,556,423,8,X
10,277,B,1,2,1,668,225,666,562,662,297,3,A
