ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,16,B,2,1,2,700,379,616,474,712,365,1,X
2,43,A,2,2,2,333,584,698,382,660,473,8,X
3,75,B,1,2,1,522,369,529,555,617,371,5,X
4,93,A,2,2,2,806,431,558,374,456,572,6,X
5,129,B,2,2,2,744,355,740,446,652,374,8,X
6,165,A,1,2,1,744,452,713,359,735,450,5,X
7,186,B,2,2,2,514,395,703,472,716,356,6,X
8,216,A,2,2,2,776,431,533,391,591,463,6,X
9,248,B,2,2,2,731,357,700,445,455,393,8,X
10,293,A,2,1,2,493,438,700,358,735,460,7,X
11,322,B,2,1,2,522,390,526,445,732,359,6,B
