ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,4,B,2,1,2,681,367,626,493,693,324,1,X
2,22,A,2,1,2,534,521,651,357,624,505,9,X
3,39,B,2,1,1,662,375,596,513,607,343,6,X
4,63,A,2,1,2,475,434,647,358,607,518,6,X
5,91,B,2,1,2,694,280,518,450,606,345,8,X
6,143,A,2,2,1,480,535,683,281,697,539,5,X
7,157,B,2,1,2,458,349,704,542,676,284,6,X
8,187,A,2,2,2,460,546,500,344,548,527,9,X
9,203,B,2,1,1,767,352,545,528,537,335,7,X
10,226,A,2,1,2,795,434,728,344,572,518,6,X
11,253,B,2,2,2,510,295,771,447,676,334,8,X
12,286,A,2,2,1,473,541,568,292,695,522,5,X
13,298,B,2,1,2,518,344,683,529,527,278,6,X
14,324,A,2,2,1,653,536,552,341,614,545,9,X
15,337,B,2,1,2,751,288,678,544,575,339,8,X
16,373,A,2,2,1,836,560,712,287,723,548,5,X
17,385,B,2,2,2,789,414,746,553,732,290,6,A
