ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,15,B,2,1,2,697,366,614,521,693,340,1,X
2,39,A,2,1,2,521,533,658,364,639,530,4,X
3,53,B,1,2,1,617,347,652,529,637,364,5,X
4,65,A,2,1,2,529,473,583,338,659,562,6,X
5,93,B,2,1,2,730,297,560,489,612,349,8,X
6,130,A,1,2,1,515,535,663,304,691,558,5,X
7,143,B,2,1,2,507,349,716,569,677,303,6,X
8,173,A,2,2,2,446,458,554,352,595,534,6,X
9,197,B,2,1,2,563,378,508,501,562,353,6,X
10,220,A,2,2,2,546,446,575,371,578,515,6,X
11,243,B,2,1,1,637,329,572,468,594,352,9,X
12,252,A,2,1,2,395,618,592,351,568,470,8,X
13,298,B,2,1,2,471,382,435,632,594,343,7,X
14,317,A,2,2,1,744,574,488,383,562,628,9,X
15,330,B,2,2,2,851,317,671,590,437,405,4,A
