ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,25,A,2,1,2,769,439,635,376,757,495,1,X
2,51,B,2,2,2,743,353,716,439,641,374,8,X
3,88,A,1,2,1,839,469,688,358,700,480,5,X
4,108,B,2,2,2,508,391,833,478,699,359,6,X
5,137,A,2,2,2,356,573,546,388,639,483,8,X
6,178,B,2,2,1,547,372,440,585,602,376,5,X
7,192,A,2,2,2,525,444,591,370,420,553,6,X
8,221,B,2,1,2,534,361,608,441,605,372,9,X
9,242,A,2,2,1,345,553,575,364,611,458,3,X
10,287,B,2,2,1,692,372,434,568,589,373,5,X
11,305,A,2,1,2,800,443,593,373,448,546,6,X
12,335,B,2,1,2,789,394,779,447,659,376,6,X
13,365,A,2,1,2,933,575,745,389,717,457,8,X
14,409,B,2,2,1,737,371,840,581,661,373,5,X
15,424,A,2,1,2,763,445,641,371,873,563,6,X
16,448,B,2,2,2,723,357,707,449,653,373,8,X
17,476,A,1,2,1,863,499,666,360,729,470,5,X
18,490,B,2,2,2,499,384,765,501,676,363,6,X
19,524,A,2,2,2,433,554,549,383,616,483,8,X
20,563,B,2,2,1,549,386,477,564,605,372,7,X
21,586,A,2,2,2,1015,576,555,380,547,521,8,X
22,626,B,2,2,1,764,353,928,588,644,372,3,X
23,664,A,1,2,1,440,462,721,354,700,506,7,X
24,684,B,2,1,2,516,363,546,474,733,357,8,X
25,719,A,2,2,2,471,445,558,364,609,480,7,X
26,742,B,2,1,2,741,351,489,445,587,369,9,A
