ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,23,B,2,1,2,589,346,645,488,577,316,1,X
2,49,A,2,2,2,828,609,605,347,649,489,8,X
3,81,B,2,2,1,539,350,747,626,634,314,7,X
4,107,A,2,2,1,476,434,562,337,671,569,6,X
5,135,B,2,1,2,538,281,525,448,592,335,8,X
6,165,A,2,2,1,415,527,573,274,616,503,5,X
7,180,B,2,1,2,513,369,639,533,550,270,6,X
8,211,A,2,2,2,495,578,524,359,503,508,8,X
9,255,B,2,2,1,503,302,494,582,576,305,5,X
10,267,A,2,2,2,508,435,570,302,517,596,6,X
11,291,B,2,2,1,611,313,509,448,529,303,9,X
12,299,A,2,1,2,865,476,534,299,520,434,4,A
