ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,12,A,2,1,2,492,463,655,343,528,533,1,X
2,27,B,2,1,2,734,287,535,469,606,336,8,X
3,63,A,2,1,1,858,545,705,280,666,535,4,X
4,81,B,2,2,2,791,338,788,541,656,298,6,X
5,101,A,2,1,2,669,480,747,332,764,534,6,X
6,121,B,2,2,2,503,369,642,495,658,326,6,X
7,144,A,2,2,2,457,444,553,360,622,500,6,X
8,165,B,2,1,2,490,297,504,461,574,340,9,X
9,192,A,2,2,1,456,530,521,288,572,501,4,X
10,206,B,2,1,2,486,364,644,525,544,298,6,X
11,228,A,2,2,2,495,495,533,354,590,527,9,X
12,242,B,2,1,1,651,326,609,512,537,344,4,X
13,254,A,2,1,2,614,508,558,331,547,496,4,X
14,268,B,2,2,2,565,347,642,514,602,325,6,X
15,287,A,2,2,2,768,451,587,338,641,518,6,X
16,313,B,2,2,2,789,291,746,463,604,317,8,X
17,349,A,2,2,1,796,557,727,291,720,537,5,X
18,360,B,2,2,2,583,331,751,566,757,306,4,X
19,389,A,2,2,1,469,522,621,326,682,548,4,X
20,404,B,2,1,2,516,348,606,521,585,320,6,X
21,428,A,2,2,2,477,441,543,334,577,516,6,X
22,455,B,2,1,2,767,278,498,458,576,340,8,X
23,497,A,2,2,1,757,524,697,285,677,532,5,X
24,515,B,2,2,2,496,370,724,536,733,284,6,X
25,543,A,2,2,2,485,590,533,356,617,523,8,X
26,594,B,2,2,1,509,305,502,603,579,319,5,B
