ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,45,B,2,1,2,657,464,631,564,716,415,1,X
2,67,A,2,2,2,759,522,688,450,651,565,6,X
3,88,B,2,2,2,512,375,730,550,670,445,8,X
4,126,A,2,2,1,764,536,532,380,644,573,7,X
5,146,B,2,2,2,672,463,702,560,578,387,6,X
6,172,A,2,1,2,496,514,643,453,651,565,6,X
7,195,B,2,1,2,773,378,538,542,606,430,8,X
8,231,A,1,2,1,834,605,691,389,697,595,5,X
9,244,B,2,2,2,799,455,737,616,740,385,6,X
10,270,A,2,1,1,571,581,754,442,776,599,9,X
11,283,B,2,1,2,770,421,729,590,714,438,8,X
12,298,A,1,2,1,782,478,635,431,692,596,5,B
