ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,19,B,2,1,2,624,362,659,511,572,332,1,X
2,42,A,2,1,2,538,515,570,381,658,537,4,X
3,54,B,2,1,1,529,308,655,534,581,360,8,X
4,85,A,2,2,1,491,529,546,304,638,559,5,X
5,101,B,2,1,2,500,365,604,530,580,320,6,X
6,124,A,2,2,2,428,570,529,377,593,547,9,X
7,145,B,1,2,1,482,321,511,566,566,350,5,X
8,157,A,2,2,2,529,445,556,322,520,569,6,X
9,187,B,2,1,2,823,371,537,470,537,312,6,X
10,214,A,2,1,2,502,602,765,368,584,505,8,X
11,254,B,1,2,1,628,330,535,614,640,344,5,X
12,265,A,2,1,2,553,476,585,331,541,626,6,X
13,294,B,2,1,2,772,290,585,495,613,334,8,X
14,330,A,1,2,1,780,603,695,318,693,555,3,X
15,374,B,2,2,1,507,334,789,612,631,325,5,X
16,390,A,2,2,2,448,461,602,333,787,630,6,X
17,423,B,2,1,2,735,290,477,494,476,345,8,X
18,472,A,1,2,1,834,539,705,296,662,550,5,X
19,485,B,2,2,2,832,347,728,561,696,306,6,B
