ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,8,A,2,2,2,521,665,651,440,530,623,2,X
2,73,B,2,2,1,506,393,494,673,613,418,3,X
3,103,A,2,2,1,466,594,548,396,602,608,5,X
4,115,B,2,1,2,807,458,637,595,477,384,6,X
5,149,A,2,1,2,755,653,759,451,622,597,8,X
6,196,B,2,2,1,482,438,704,652,683,427,5,X
7,219,A,2,2,2,508,616,521,421,705,639,8,X
8,241,B,2,2,1,525,415,587,616,547,417,5,X
9,253,A,2,2,2,786,546,559,414,569,610,6,X
10,282,B,2,2,2,794,470,742,557,621,414,6,X
11,311,A,2,1,2,453,676,759,455,693,565,8,A
