ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,27,B,2,1,2,558,386,644,461,578,370,1,X
2,54,A,2,2,2,350,547,579,384,644,461,8,X
3,83,B,2,2,1,526,371,567,535,595,374,5,X
4,98,A,2,2,2,747,442,573,371,505,527,6,X
5,124,B,2,2,2,565,361,697,450,577,369,8,X
6,155,A,2,2,1,416,483,607,358,638,461,5,X
7,168,B,2,1,2,577,388,659,473,572,359,6,X
8,200,A,2,2,2,495,419,592,385,629,469,6,X
9,224,B,2,1,2,497,407,526,427,601,377,6,X
10,255,A,2,2,2,757,412,504,398,551,429,6,X
11,278,B,2,2,1,651,364,702,416,497,404,9,B
