ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,12,B,2,2,2,580,378,665,565,581,393,2,X
2,72,A,2,2,1,509,618,595,373,640,588,3,X
3,103,B,2,2,1,762,412,550,611,588,404,5,X
4,120,A,2,1,2,801,525,571,410,538,634,6,X
5,156,B,2,2,2,498,393,755,551,703,425,8,X
6,187,A,2,2,2,500,593,546,391,625,573,3,X
7,211,B,2,2,1,530,380,518,592,583,406,3,X
8,245,A,2,2,1,528,514,539,384,566,605,7,X
9,270,B,2,1,2,515,490,546,531,579,404,6,X
10,298,A,2,2,2,805,639,546,467,567,546,8,X
11,361,B,2,2,1,479,453,749,642,621,424,7,X
12,389,A,2,2,2,772,516,510,447,658,594,6,X
13,420,B,2,2,2,810,386,715,521,635,437,8,X
14,459,A,2,1,1,862,621,769,385,674,573,3,X
15,492,B,2,2,1,813,386,791,626,666,408,3,X
16,527,A,2,1,1,776,592,784,383,704,588,3,X
17,569,B,2,2,1,813,394,752,592,643,405,5,B
