ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,85,A,2,1,2,742,437,633,378,767,492,1,X
2,109,B,2,2,2,744,357,720,439,634,376,8,X
3,143,A,1,2,1,837,443,653,359,716,485,7,X
4,166,B,2,2,2,607,363,827,457,670,361,8,X
5,186,A,2,2,1,962,569,628,364,760,480,3,X
6,226,B,2,2,1,711,355,905,582,644,371,3,X
7,261,A,2,2,1,846,525,705,356,676,492,3,X
8,287,B,2,2,1,576,374,796,532,676,366,5,X
9,302,A,2,2,2,448,439,594,372,874,543,6,X
10,333,B,2,1,2,503,403,463,443,607,374,6,X
11,360,A,2,2,2,817,424,525,397,535,465,6,X
12,388,B,2,2,2,984,419,773,432,650,382,8,A
