ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,30,A,2,2,2,532,671,651,443,541,613,2,X
2,87,B,2,2,1,470,446,531,665,592,435,5,X
3,105,A,2,2,2,399,649,535,437,576,637,8,X
4,142,B,1,2,1,516,397,494,633,579,433,3,X
5,180,A,2,2,1,429,652,515,401,594,601,3,X
6,220,B,1,2,1,468,401,498,633,570,421,3,X
7,258,A,2,2,1,800,516,474,400,594,602,7,X
8,285,B,2,2,2,832,501,759,544,593,414,6,X
9,315,A,2,1,2,882,658,784,477,715,553,8,X
10,370,B,2,2,1,453,473,836,660,653,439,7,X
11,401,A,2,2,2,407,652,493,460,659,597,8,X
12,437,B,1,2,1,467,436,499,639,566,437,5,X
13,456,A,2,2,2,446,532,529,421,522,629,6,X
14,491,B,2,1,2,489,406,489,540,602,435,8,X
15,538,A,2,2,1,462,656,509,401,576,574,3,X
16,577,B,2,2,1,491,417,495,635,587,424,3,X
17,603,A,2,2,1,512,655,548,422,552,614,3,X
18,654,B,2,2,1,854,396,514,641,582,434,3,A
