ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,42,B,2,2,2,748,399,625,568,727,423,2,X
2,104,A,2,2,1,797,644,737,397,673,600,3,X
3,137,B,2,2,1,792,436,748,652,673,432,5,X
4,150,A,2,1,2,799,524,623,440,833,646,6,X
5,181,B,2,2,2,506,402,777,553,661,440,8,X
6,222,A,2,2,1,440,577,567,398,664,588,5,X
7,239,B,2,1,2,521,485,640,583,518,403,6,X
8,258,A,2,2,1,390,599,542,458,574,578,9,X
9,274,B,2,1,1,458,477,608,585,541,442,6,X
10,301,A,2,2,2,829,680,523,452,565,593,9,B
