ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,27,A,2,1,2,687,461,618,340,726,532,1,X
2,48,B,2,2,2,505,271,669,490,619,341,8,X
3,92,A,2,2,1,477,514,506,279,632,533,4,X
4,104,B,2,1,1,531,364,631,537,515,296,6,X
5,126,A,2,2,2,638,420,545,346,607,521,6,X
6,147,B,2,1,2,796,383,644,460,591,336,6,X
7,171,A,2,1,2,477,626,731,369,680,478,8,X
8,215,B,1,2,1,475,271,542,617,599,328,3,X
9,253,A,2,2,1,423,537,490,290,606,553,4,X
10,267,B,2,1,2,733,323,605,535,506,294,4,X
11,285,A,2,1,2,775,445,640,326,603,531,6,X
12,310,B,2,2,2,571,388,732,492,670,331,6,X
13,338,A,2,2,2,415,622,585,374,639,497,8,X
14,379,B,1,2,1,784,409,448,621,585,327,5,A
