ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,21,B,2,2,2,596,360,668,550,561,379,2,X
2,84,A,2,2,1,533,573,605,357,648,587,5,X
3,97,B,2,1,2,601,409,663,586,577,383,4,X
4,117,A,2,2,1,429,577,607,410,626,582,4,X
5,131,B,2,1,2,484,439,601,577,584,408,6,X
6,159,A,2,2,2,455,486,522,421,555,571,6,X
7,188,B,2,1,2,724,364,467,494,541,424,8,X
8,230,A,2,2,1,804,568,668,365,611,564,5,X
9,247,B,2,2,2,798,446,741,577,705,370,6,X
10,276,A,2,1,2,918,631,742,438,712,578,9,X
11,309,B,1,2,1,852,376,853,633,698,409,3,X
12,329,A,2,2,1,861,577,749,387,764,617,5,X
13,345,B,2,2,2,790,357,786,576,752,385,8,X
14,377,A,2,2,1,896,616,716,367,709,583,3,X
15,411,B,2,2,1,837,362,824,617,663,379,5,B
