ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,12,A,2,2,2,454,642,652,411,549,595,2,X
2,70,B,2,2,1,598,398,472,650,571,400,5,X
3,85,A,2,2,2,598,538,554,398,523,619,6,X
4,112,B,2,1,2,495,444,631,542,604,401,6,X
5,142,A,2,2,2,491,487,510,430,596,556,6,X
6,170,B,2,1,2,624,352,503,492,530,430,8,X
7,232,A,2,2,1,616,561,626,352,651,570,5,X
8,248,B,2,1,2,653,422,682,567,616,368,6,X
9,270,A,2,2,2,544,592,658,414,672,579,9,X
10,294,B,1,2,1,551,359,610,580,598,406,3,X
11,334,A,2,2,1,443,615,558,356,616,592,3,X
12,364,B,2,2,1,488,395,540,599,565,379,5,X
13,378,A,2,2,1,556,591,511,397,518,619,4,X
14,392,B,2,2,2,596,435,625,594,530,398,6,X
15,413,A,2,2,2,707,610,600,430,624,595,9,X
16,443,B,2,2,1,417,434,647,607,599,402,7,X
17,471,A,2,2,2,404,622,454,421,644,603,8,X
18,501,B,2,2,1,457,395,516,614,522,401,5,X
19,521,A,2,2,2,489,572,496,394,524,605,4,X
20,535,B,2,2,2,808,412,594,588,510,394,6,X
21,559,A,2,1,2,841,508,743,415,604,588,6,X
22,594,B,2,2,2,564,363,787,524,714,407,8,X
23,631,A,2,2,1,429,567,611,364,679,554,5,X
24,646,B,2,1,2,452,451,643,571,564,362,6,X
25,671,A,2,2,2,834,636,488,438,507,562,8,X
26,708,B,2,2,1,795,361,750,639,619,406,3,X
27,740,A,2,2,1,934,630,720,370,683,595,3,X
28,776,B,2,2,1,803,441,886,631,669,382,7,X
29,805,A,2,1,2,529,622,763,429,750,586,8,X
30,842,B,2,2,1,820,413,577,623,647,407,7,X
31,866,A,2,1,2,729,511,747,402,597,621,6,X
32,890,B,2,2,1,468,360,748,536,709,401,9,B
