ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,14,B,2,1,2,606,433,650,561,549,401,1,X
2,37,A,2,1,2,828,500,557,431,621,564,6,X
3,67,B,2,2,2,830,363,782,517,637,413,8,X
4,98,A,2,2,1,448,537,729,368,722,566,5,X
5,120,B,2,1,2,496,456,509,546,777,360,6,X
6,150,A,2,2,2,845,636,527,437,510,541,9,X
7,190,B,2,2,2,585,403,767,649,625,411,4,X
8,209,A,2,2,1,738,594,591,402,723,636,4,X
9,224,B,2,2,2,785,429,668,603,593,400,6,X
10,252,A,2,1,2,863,500,742,422,651,586,6,X
11,281,B,2,2,2,774,358,810,514,712,416,8,X
12,320,A,2,2,1,885,544,739,360,702,565,7,X
13,346,B,2,2,2,813,451,850,566,708,366,6,X
14,375,A,2,1,2,514,611,771,436,764,564,8,X
15,406,B,2,2,1,511,360,625,603,656,409,3,X
16,448,A,2,2,1,856,533,530,357,615,585,7,X
17,471,B,2,2,2,814,371,801,547,534,369,8,X
18,493,A,1,2,1,585,596,707,371,751,567,3,X
19,521,B,2,2,1,713,394,624,594,709,380,5,X
20,535,A,2,1,2,814,530,594,385,626,612,6,X
21,563,B,2,2,2,560,450,763,545,634,396,6,X
22,594,A,2,2,2,513,621,573,428,676,560,8,X
23,627,B,1,2,1,491,355,624,610,586,409,3,X
24,676,A,2,2,1,438,545,517,364,608,595,7,X
25,697,B,2,1,2,451,459,476,565,526,381,6,X
26,726,A,2,2,2,421,609,475,442,544,562,8,X
27,760,B,2,2,1,471,392,507,599,528,402,5,X
28,771,A,2,2,2,755,530,527,393,474,612,6,X
29,800,B,2,2,2,575,369,696,542,600,388,8,X
30,832,A,2,2,1,425,607,574,360,638,572,3,X
31,864,B,2,2,1,492,365,535,603,569,380,3,X
32,913,A,2,2,1,452,542,505,362,607,587,7,X
33,936,B,2,1,2,494,365,486,556,521,378,8,X
34,964,A,2,2,1,467,623,547,369,563,572,3,X
35,1000,B,2,2,1,459,355,502,627,572,381,3,X
36,1041,A,2,2,1,827,500,476,354,571,586,7,X
37,1068,B,2,2,2,850,467,764,506,587,375,6,X
38,1096,A,2,1,2,549,617,802,449,777,522,8,X
39,1149,B,2,2,1,853,398,571,627,668,412,5,B
