ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
1,19,B,2,2,2,751,355,618,571,723,387,2,X
2,84,A,2,2,1,870,574,742,351,701,584,5,X
3,103,B,2,2,2,846,460,809,596,668,386,6,X
4,132,A,2,1,2,862,648,778,445,704,566,8,X
5,167,B,2,2,1,802,418,769,670,661,410,7,X
6,188,A,2,1,2,876,537,683,402,749,606,6,X
7,209,B,2,2,2,809,391,806,552,656,406,9,X
8,224,A,2,1,1,744,555,697,398,792,558,5,X
9,238,B,2,2,2,649,404,747,577,718,403,4,X
10,252,A,2,2,1,569,591,602,409,702,577,5,X
11,265,B,2,1,2,674,379,698,586,597,402,8,X
12,289,A,2,2,1,971,596,629,389,710,585,5,B
